,lr,betas,filters,pool_size,fully_connected,drop,train_loss,validation_loss,loss_diff,train_precision,validation_precision,train_recall,validation_recall,train_f1_score,validation_f1_score,epoch_time
0,0.0018,"(0.9, 0.99)","(32, 8)",5,100,0.35,2.612012519836426,2.617406939703321,0.005394419866894928,0.31460672942319307,0.3090543999346897,0.255625,0.249625,0.24759656507387606,0.2401584284802242,6.419077682495117
1,0.0018,"(0.9, 0.99)","(32, 8)",5,100,0.4,2.631289125442505,2.6379311501033724,0.006642024660867385,0.3500147106914233,0.34478965191772815,0.23553125000000003,0.2275625,0.22090378264683652,0.21003717459079102,6.250078263282776
2,0.0018,"(0.9, 0.99)","(32, 8)",5,100,0.45,2.6062074661254884,2.611890403051225,0.005682936925736737,0.3250768841717961,0.31655707142565237,0.2653875,0.26,0.24666177330053995,0.2394724815323051,6.301045889854431
3,0.0018,"(0.9, 0.99)","(32, 8)",5,100,0.5,2.623556693649292,2.625062352135068,0.0015056584857759958,0.30900357153008184,0.32676013475019544,0.24455625,0.2439375,0.22958770425908764,0.22623162947981967,6.305898764133453
4,0.0018,"(0.9, 0.99)","(32, 8)",5,100,0.55,2.6723772686004637,2.6725813699147056,0.00020410131424197786,0.35393341886158014,0.3487852042150418,0.19209374999999998,0.1920625,0.18854251569138097,0.18656015942164522,6.407266302108765
5,0.0018,"(0.9, 0.99)","(32, 8)",5,100,0.6,2.6623840003967287,2.6620458724006775,-0.00033812799605126287,0.29962085943843264,0.30145136928889804,0.2043875,0.2048125,0.18777154528916473,0.18725137438416503,6.294027049541473
6,0.0018,"(0.9, 0.99)","(32, 8)",5,100,0.65,2.699439105987549,2.6983376003447033,-0.0011015056428456127,0.29358218667660696,0.29661045881247405,0.1634625,0.165375,0.1327649973615359,0.13225702589143862,6.341029260158539
7,0.0018,"(0.9, 0.99)","(32, 8)",5,100,0.7,2.758535583114624,2.760115150421385,0.0015795673067611204,0.21324258952029673,0.18632144795731076,0.10555625,0.10312500000000001,0.06942913713177615,0.06642377234656748,6.212906310558319
8,0.0018,"(0.9, 0.99)","(32, 16)",5,100,0.35,2.556857698059082,2.573015459000118,0.01615776094103616,0.32345413476810175,0.3132044341707516,0.31530625,0.297875,0.29859869797480926,0.28143418233111395,6.2669380974769595
9,0.0018,"(0.9, 0.99)","(32, 16)",5,100,0.4,2.5769465229034423,2.5860341238597084,0.00908760095626615,0.3376153935449445,0.32707586339204575,0.2944125,0.2825,0.28528943367590776,0.2710063556592639,6.259605362415313
10,0.0018,"(0.9, 0.99)","(32, 16)",5,100,0.45,2.5863538303375244,2.596575472089979,0.010221641752454769,0.30314327777139854,0.30211134998024136,0.2848875,0.273625,0.26452761827068205,0.2530447830210415,6.257322080135346
11,0.0018,"(0.9, 0.99)","(32, 16)",5,100,0.5,2.620533777999878,2.628845627345736,0.008311849345858047,0.3228803494912068,0.3064755112484544,0.249025,0.23887499999999998,0.21687750145390278,0.20454637711980425,6.272546112537384
12,0.0018,"(0.9, 0.99)","(32, 16)",5,100,0.55,2.6135475788116453,2.620364086968558,0.006816508156912704,0.31941038384331877,0.3083233068288887,0.256575,0.2495625,0.22839650337262457,0.21980723757762924,6.2803202152252195
13,0.0018,"(0.9, 0.99)","(32, 16)",5,100,0.6,2.655251605987549,2.65864820707412,0.0033966010865711382,0.3467976892331902,0.3247430250927307,0.2108625,0.2085625,0.19804546800311693,0.19661270953409268,6.27657851934433
14,0.0018,"(0.9, 0.99)","(32, 16)",5,100,0.65,2.6557700366973878,2.656750754704551,0.0009807180071632615,0.34737722269027216,0.29788303090530066,0.21121875,0.21250000000000002,0.1793297419099325,0.17939774642018277,6.3958046650886535
15,0.0018,"(0.9, 0.99)","(32, 16)",5,100,0.7,2.718984578323364,2.7171869202265664,-0.0017976580967977718,0.2604398737445963,0.25034858923391856,0.1432125,0.1445625,0.09953463495608483,0.0986846057008436,6.372832381725312
16,0.0018,"(0.9, 0.99)","(64, 16)",5,100,0.35,2.5198743480682375,2.5415122168404713,0.021637868772233837,0.37052951168868203,0.35171892028966356,0.35248749999999995,0.32875,0.33831739372736613,0.31338660708929555,7.463414576053619
17,0.0018,"(0.9, 0.99)","(64, 16)",5,100,0.4,2.527832137298584,2.546957015991211,0.0191248786926268,0.36656137632997,0.35641502068226005,0.3437375,0.32325000000000004,0.3278314599062113,0.30758385143948297,7.536852624416351
18,0.0018,"(0.9, 0.99)","(64, 16)",5,100,0.45,2.552576517868042,2.5630620850457086,0.010485567177666688,0.36898175032190794,0.3681041193590705,0.31749375,0.30793750000000003,0.29577509196239704,0.28515562835936603,7.2490617322921755
19,0.0018,"(0.9, 0.99)","(64, 16)",5,100,0.5,2.556258455657959,2.5695529324667796,0.013294476808820566,0.3551267537664319,0.3396598696723446,0.31550625,0.301125,0.3040220146667011,0.2877361910832805,7.265007166862488
20,0.0018,"(0.9, 0.99)","(64, 16)",5,100,0.55,2.5777502674102784,2.5864015685187445,0.008651301108466125,0.3643479362878712,0.3724277766443481,0.292075,0.28325,0.27439508654099665,0.2650466274673567,7.43319051027298
21,0.0018,"(0.9, 0.99)","(64, 16)",5,100,0.6,2.5914535263061524,2.5947702952793668,0.0033167689732143124,0.34290895614797745,0.34713308603623927,0.2776875,0.27531249999999996,0.25358450141605987,0.24957064434998505,7.354158494472504
22,0.0018,"(0.9, 0.99)","(64, 16)",5,100,0.65,2.620179895401001,2.624459834325881,0.004279938924879989,0.36080958230280846,0.3624694101506577,0.24730624999999998,0.24275,0.2183001522299527,0.21189426418296795,7.267136707305908
23,0.0018,"(0.9, 0.99)","(64, 16)",5,100,0.7,2.7195683628082277,2.7225976822868225,0.0030293194785948607,0.31478517818176854,0.3268780699970173,0.1499125,0.14768750000000003,0.13231559134549015,0.12904707682834685,7.2306989526748655
24,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.35,2.5117964527130128,2.5427917223128063,0.030995269599793485,0.3718846136816668,0.3425220701786372,0.3594625,0.32800000000000007,0.3377352631628095,0.30588251810867634,7.250344009399414
25,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.4,2.5207891876220705,2.5429689051612976,0.022179717539227095,0.3519752158181529,0.34170454869188327,0.3499375,0.3276875,0.3275719120589398,0.30552425174450215,7.235714752674102
26,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.45,2.5450631267547608,2.5594911121186756,0.014427985363914875,0.35048436905261626,0.33918009828670836,0.32578125,0.3100625,0.30780808613238486,0.29021235878349794,7.2415598154067995
27,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.5,2.5581333290100097,2.571698888899788,0.013565559889778367,0.36203293378658863,0.354670930668308,0.3118875,0.29875,0.2792723949430408,0.2646765680454229,7.237643449306488
28,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.55,2.5827209548950196,2.588854793518309,0.006133838623289201,0.3479593548156191,0.33793559211667784,0.2869875,0.2800625,0.26221115840158066,0.25550122957116117,7.220752379894257
29,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.6,2.59483875541687,2.602677031168862,0.007838275751991919,0.3554597294876438,0.364634183169965,0.27281875,0.26587500000000003,0.23804156139535199,0.22977825692918658,7.362882869243622
30,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.65,2.6369642269134523,2.638748846356831,0.001784619443378599,0.35682454515434225,0.35500645672043496,0.2291125,0.22818750000000002,0.18564591095696176,0.18252439559628159,7.472549278736114
31,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.7,2.654828404998779,2.654637544874161,-0.00019086012461810853,0.33963097337805703,0.35506233107268403,0.21135625,0.2116875,0.18486451017346234,0.1846016581181397,7.336449620723724
32,0.0018,"(0.9, 0.99)","(80, 16)",5,100,0.35,2.5001885875701904,2.52760378519694,0.0274151976267496,0.36952375512440927,0.3424448868521801,0.37183749999999993,0.34275,0.34942106382386373,0.32021796060442387,6.6304022669792175
33,0.0018,"(0.9, 0.99)","(80, 16)",5,100,0.4,2.5091976524353026,2.5300004860711476,0.02080283363584501,0.3742424923239062,0.3587566586958754,0.363325,0.3385,0.3427917355070512,0.31882845882928834,6.616965551376342
34,0.0018,"(0.9, 0.99)","(80, 16)",5,100,0.45,2.5246299800872802,2.543936816472856,0.019306836385575732,0.3637772955871913,0.3539923551532299,0.34700625,0.3283125,0.3305025675926917,0.3126530754250081,6.618074131011963
35,0.0018,"(0.9, 0.99)","(80, 16)",5,100,0.5,2.5542326705932616,2.566727225742643,0.012494555149381359,0.35285408445097644,0.34147100092732097,0.31645625,0.303125,0.2894342826878142,0.2742494060508038,6.802339570522308
36,0.0018,"(0.9, 0.99)","(80, 16)",5,100,0.55,2.566373696899414,2.5747539164528015,0.008380219553387303,0.36713195388875886,0.37653289310615523,0.303125,0.29481250000000003,0.28674041538643413,0.27828413858194073,6.772463939189911
37,0.0018,"(0.9, 0.99)","(80, 16)",5,100,0.6,2.6208452629089356,2.624827676349216,0.003982413440280386,0.39283670156445594,0.3805401154707321,0.24670625,0.24225,0.21145221273864145,0.20480618345764004,6.69503837108612
38,0.0018,"(0.9, 0.99)","(80, 16)",5,100,0.65,2.6861032497406008,2.6880870206015453,0.001983770860944478,0.3981972243494011,0.3900632448679283,0.18023125000000004,0.1770625,0.1564373106934184,0.15241828924809805,6.800441718101501
39,0.0018,"(0.9, 0.99)","(80, 16)",5,100,0.7,2.6566049003601075,2.660715617830791,0.004110717470683589,0.3658417476951257,0.3695087798526022,0.20785,0.20299999999999999,0.1674775588372807,0.16207345433332596,6.732497751712799
40,0.0018,"(0.9, 0.99)","(80, 32)",5,100,0.35,2.4964200771331786,2.531821583944654,0.03540150681147525,0.3708879048302911,0.3332329999084574,0.3758,0.3391875,0.3526521313623058,0.3178513499814742,6.815301942825317
41,0.0018,"(0.9, 0.99)","(80, 32)",5,100,0.4,2.508950463104248,2.5355856986272904,0.02663523552304259,0.3538251873062255,0.32536642332728893,0.362375,0.3355625,0.339022364441364,0.31275046446556004,6.733215744495392
42,0.0018,"(0.9, 0.99)","(80, 32)",5,100,0.45,2.526974649810791,2.5477471351623535,0.02077248535156251,0.37162392819331364,0.35815110771016256,0.343875,0.3215625,0.32219061632905643,0.29826345393885106,6.752345681190491
43,0.0018,"(0.9, 0.99)","(80, 32)",5,100,0.5,2.5322374687194826,2.547473748524984,0.01523627980550124,0.3639731907007112,0.3377933769982957,0.33818125,0.32362500000000005,0.3186984104342653,0.30258556891595345,6.821717872619629
44,0.0018,"(0.9, 0.99)","(80, 32)",5,100,0.55,2.5719096267700197,2.5792026784684925,0.00729305169847283,0.35625136272800045,0.35674362178816776,0.29710000000000003,0.2903125,0.2641361532484904,0.2569407868251271,6.680479063987732
45,0.0018,"(0.9, 0.99)","(80, 32)",5,100,0.6,2.582112817001343,2.5895916393824985,0.007478822381155492,0.366216456225712,0.3685848921284267,0.28644375,0.27975,0.25669199446756497,0.2496998678681089,6.7136887621879575
46,0.0018,"(0.9, 0.99)","(80, 32)",5,100,0.65,2.6238076316833494,2.629960684549241,0.006153052865891517,0.37899132745931813,0.3670777844679696,0.24191249999999997,0.236375,0.20965100737890593,0.20259104907436906,6.670213568210602
47,0.0018,"(0.9, 0.99)","(80, 32)",5,100,0.7,2.704738857269287,2.705160625397213,0.00042176812792593665,0.3644488394983245,0.3475408408802506,0.16171875000000002,0.1610625,0.11535558422548081,0.11330268466444487,6.737449896335602
48,0.0018,"(0.9, 0.99)","(96, 16)",5,100,0.35,2.4896205081939695,2.5170966935536216,0.027476185359652128,0.39012163060547006,0.3620156090373656,0.38245,0.3531875,0.3618176359866165,0.3325062556369477,6.726390902996063
49,0.0018,"(0.9, 0.99)","(96, 16)",5,100,0.4,2.5145463691711427,2.5355604413955932,0.02101407222445051,0.39781007268212654,0.37512933632788437,0.357525,0.335,0.3507413753999187,0.32657457383781296,6.677075970172882
50,0.0018,"(0.9, 0.99)","(96, 16)",5,100,0.45,2.5266685546875,2.5464125587826683,0.01974400409516841,0.336469801775379,0.3167373498710952,0.34448125,0.3243125,0.3157570424974227,0.29584014345526505,6.772841138839722
51,0.0018,"(0.9, 0.99)","(96, 16)",5,100,0.5,2.528071173477173,2.5403959524063837,0.012324778929210911,0.35923160250533714,0.3531560244332716,0.343475,0.33125,0.32264859983572164,0.30998350585572254,6.7672806739807125
52,0.0018,"(0.9, 0.99)","(96, 16)",5,100,0.55,2.5747380264282227,2.583533355167934,0.008795328739711117,0.39787950842272246,0.44415710880870807,0.2945125,0.2854375,0.2707380493763116,0.2614862980380698,6.715754466056824
53,0.0018,"(0.9, 0.99)","(96, 16)",5,100,0.6,2.5898375228881836,2.59324546465798,0.0034079417697965297,0.36074089923690367,0.356676230553042,0.27854999999999996,0.27537500000000004,0.25177216929974033,0.24722225248986093,6.728551652431488
54,0.0018,"(0.9, 0.99)","(96, 16)",5,100,0.65,2.6069653945922853,2.613848538625808,0.006883144033522637,0.37707935662885794,0.3688814073939315,0.26008125,0.252375,0.2299925271963164,0.22218105704854949,6.762929570674896
55,0.0018,"(0.9, 0.99)","(96, 16)",5,100,0.7,2.664000171661377,2.666539332223317,0.002539160561940257,0.35463222538498307,0.34548873975387784,0.20200625,0.1985,0.16377221701099776,0.15837816649495445,6.706904377937317
56,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.35,2.478996549606323,2.516355718885149,0.03735916927882599,0.3908827280414913,0.36863699319239873,0.39289375,0.35600000000000004,0.3760747452019192,0.34030426684990717,6.896415183544159
57,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.4,2.4859542274475097,2.5171457169547913,0.031191489507281567,0.3641062977022216,0.327292384893999,0.38611249999999997,0.35306250000000006,0.36091468394055937,0.32854344990195383,6.8493427515029905
58,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.45,2.5180035316467286,2.5385081200372603,0.02050458839053171,0.35334662084963486,0.33304663660352785,0.35309999999999997,0.33237500000000003,0.32992732252838697,0.3100359489948143,6.924122545719147
59,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.5,2.5680171676635744,2.5774241515568326,0.009406983893258225,0.3826542885033104,0.3743361608319906,0.30053125,0.291375,0.2745815604571542,0.2633955873717426,6.780392739772797
60,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.55,2.5744818492889405,2.5836094031258234,0.009127553836882907,0.38383265663068,0.38287714773885717,0.29474375,0.2878125,0.2700611072123414,0.26331621883269285,6.876601080894471
61,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.6,2.5942636234283447,2.598279896236601,0.004016272808256449,0.3684902396185529,0.3663217330922556,0.2743,0.269625,0.24859911487504532,0.2436291510038332,6.771605911254883
62,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.65,2.620400178527832,2.6227754751841226,0.0023752966562904376,0.3806258488494102,0.3753797597879339,0.24731250000000002,0.246375,0.22646956258557907,0.22473174417706163,6.7163344717025755
63,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.7,2.6613046474456787,2.6608583094581726,-0.0004463379875061513,0.3790446883383556,0.40193184798690396,0.20255625,0.203125,0.17350393091786723,0.1746394499849398,6.676591994762421
